ID,ParentID,Radial distance,Angle,Cluster size,Species,Cue,Observer,CSLow,CSHigh,OnWater,Aspect,Sightability,KWTransRes
287,16,461.4370468,28,1,SSL,3,OA,1,1,w,2,2,
288,16,72,32,1,SSL,1,RW,1,1,w,2,3,
289,16,209,38,2,hs,1,oa,2,2,l,5,2,
290,16,128.0995517,46,1,dp,1,rw,1,1,w,1,2,
291,16,448.3484308,47,1,dp,1,rw,1,2,w,2,2,
292,16,50,90,1,SSL,1,E,1,1,w,1,2,
293,16,209,90,4,hs,1,oa,4,4,l,5,2,
294,16,123.5245677,180,1,SSL,3,RW,1,1,w,2,3,
295,17,674.8768473,4,1,DP,1,ne,1,1,w,1,3,
296,17,307.6246979,4,2,HP,1,oa,2,4,w,1,1,
297,17,383.4288233,6,1,SSL,2,sh,1,1,w,1,2,
298,17,312,27,1,HS,1,hs,1,1,w,3,3,
299,17,528.8673424,46,2,DP,1,sh,1,2,w,1,2,
300,17,114.3745997,48,2,DP,1,rw,2,2,w,1,2,
331,19,951.9978547,39,1,HS,1,HS,1,1,l,2,2,
332,19,183.6953607,42,1,DP,1,HS,1,1,w,3,2,
333,19,914.9967975,44,2,HP,1,rw,2,2,w,1,1,
334,19,242.4741513,46,1,HP,1,RW,1,1,w,2,1,
335,19,127.3799946,47,1,DP,1,HS,1,1,w,2,2,
336,19,731.997438,51,1,HS,6,rw,1,1,w,3,1,
337,19,951.9978547,63,1,HS,1,HS,1,1,l,2,2,
338,19,180,66,1,HS,1,rw,1,1,w,3,1,
339,19,5.493298176,71,1,G,6,oa,,,w,,1,
340,19,413,90,1,HS,1,oa,1,1,w,2,1,
341,19,900.9009009,90,3,HS,1,OA,3,3,l,5,2,
342,19,936.5359189,90,7,HS,1,SH,7,7,l,5,2,
343,19,462.0733827,90,1,HS,2,rw,1,1,w,5,1,
344,20,862.0689655,15,5,HS,1,NE,3,5,l,5,2,
345,20,68.62475981,22,1,HS,1,RW,1,1,w,3,2,
346,20,254.5155993,22,1,HS,1,NE,1,1,w,3,2,
347,20,528.8673424,35,1,DP,1,SH,1,2,w,1,2,
348,20,405.4649625,72,1,HS,1,SH,1,1,w,3,2,
349,20,187.5743435,90,1,HS,1,rw,1,1,w,1,1,
350,20,134.5045292,90,1,HS,1,rw,1,1,w,3,1,
351,21,623.4915527,0,1,HS,1,hs,1,1,w,3,1,
352,21,89.66968616,2,1,HS,1,rw,1,1,w,3,1,
353,21,224.1742154,3,1,HS,1,rw,1,1,w,2,1,
354,21,231.3794623,3,2,HP,1,sh,2,2,w,2,1,
355,21,111.2898901,6,1,HS,1,hs,1,1,w,3,1,
356,21,365.998719,11,1,HS,1,rw,1,1,w,3,1,
357,21,156.8785197,16,1,HS,1,hs,1,1,w,3,1,
358,21,321.8020917,18,2,HP,1,hs,2,3,w,1,1,
359,21,253.4156016,28,1,HS,1,sh,1,1,w,3,1,
360,21,252.6917161,29,1,HS,1,oa,1,1,w,4,1,
391,23,384.5308723,24,1,HS,1,OA,1,1,w,3,2,
392,23,82.39947264,32,1,G,6,OA,1,1,w,,2,
393,23,21.9731927,38,1,G,6,OA,,,w,,2,
394,23,71.41287629,44,1,HS,1,OA,1,1,w,3,3,
395,23,457,54,3,HS,1,oa,3,3,l,5,3,
396,23,249,56,5,HS,1,oa,5,5,l,5,3,
397,23,128.5431773,68,1,HS,1,OA,1,1,w,3,2,
398,23,219.731927,75,1,U,2,OA,1,1,w,3,2,
399,23,310,82,4,HS,1,hs,4,4,l,5,3,
400,23,347,85,1,HS,1,OA,1,1,w,1,2,
401,23,716,90,7,HS,1,OA,7,10,l,5,2,
402,23,161,90,3,HS,1,hs,3,3,l,5,2,
403,23,199,90,12,HS,1,hs,10,12,l,5,3,
404,23,253,90,15,HS,1,hs,15,18,l,5,3,
405,24,109.7996157,8,1,HS,1,RW,1,1,w,3,3,
406,24,288.2810405,9,1,HS,1,HS,1,1,w,4,1,
407,24,410.5090312,11,1,HS,1,NE,1,1,w,1,2,
408,24,427,34,1,HS,1,HS,1,1,w,3,3,
409,24,365,42,7,HS,1,RW,7,9,l,5,3,
410,24,85.38587849,52,1,G,6,NE,,,w,,1,
411,24,437.1145079,54,1,HS,1,HS,1,1,l,4,3,
412,24,537,89,6,HS,1,HS,5,6,l,2,3,
413,25,123.1527094,24,1,HS,1,ne,1,1,w,3,3,
414,25,142.8571429,32,1,HS,1,ne,1,1,w,3,3,
415,25,106.7323481,38,1,HS,1,ne,1,1,w,4,3,
416,25,799.6715928,50,1,HS,1,ne,1,1,w,1,3,
417,25,93.59605911,62,1,HS,1,ne,1,1,w,3,3,
418,26,192.1182266,0,1,HS,1,ne,1,1,w,3,2,
419,26,455,14,18,HS,1,hs,18,18,l,5,2,
420,26,96.07466374,18,1,HS,1,rw,1,1,w,3,2,
451,30,30,70,1,HS,1,e,1,1,w,3,2,
452,31,340,5,1,HS,1,SH,1,1,l,5,2,
453,31,304,8,2,HS,1,RW,2,2,l,5,2,
454,31,289,11,2,HS,1,SH,2,2,l,5,2,
455,31,344,58,3,HS,1,SH,3,3,l,5,2,
456,31,128.0995517,61,1,HS,1,RW,1,1,w,3,2,
457,31,465,63,1,HS,1,RW,1,1,l,5,2,
458,32,256.1991033,3,2,HP,1,RW,2,2,w,2,2,
459,32,283.6490072,8,1,HP,1,RW,1,1,w,1,2,
460,32,528.8673424,8,1,HS,2,sh,1,1,w,2,4,
461,32,105.2246317,9,1,HS,1,RW,1,1,w,3,2,
462,32,101.3662406,18,1,HS,1,SH,1,1,w,4,2,
463,32,352.5782283,22,1,DP,1,SH,1,2,w,2,2,
464,32,439.4638541,29,1,HS,1,oa,1,1,w,2,4,
465,32,201.6306743,39,1,HS,1,SH,1,1,w,1,2,
466,32,42,42,1,HS,1,RW,1,1,w,2,2,
467,32,253.4156016,42,1,HS,1,SH,1,1,w,1,2,
468,32,404,46,2,DP,1,HS,2,2,w,1,2,
469,32,43,51,1,HS,1,SH,1,1,w,2,2,
470,32,295.2842662,55,2,DP,1,SH,2,3,w,2,2,
471,32,52,56,1,HS,1,RW,1,1,w,1,2,
472,32,105,63,1,HS,1,SH,1,1,w,3,1,
473,32,533,67,1,HS,1,ne,1,1,w,2,4,
474,32,269.1716106,72,1,HS,1,oa,1,1,w,3,2,
475,32,317.7795656,74,1,HS,1,hs,1,1,w,1,4,
476,32,221,90,1,HS,2,ne,1,1,w,4,3,
477,32,59,90,1,HS,1,hs,1,1,w,4,2,
478,32,79,90,1,HS,1,ne,1,1,w,1,2,
479,32,394.08867,90,1,HS,1,ne,1,1,w,3,4,
480,32,18,90,2,HS,1,SH,2,2,w,2,2,
511,35,745,21,1,HS,1,oa,1,1,w,3,1,
512,35,135.1351351,28,1,HS,1,oa,1,1,w,1,1,
513,35,91,32,1,HS,1,oa,1,1,w,3,1,
514,35,417.4906614,78,1,HP,1,oa,1,1,w,2,2,
515,35,122,90,1,HS,1,rw,1,1,w,3,2,
516,35,420,90,6,HS,1,rw,6,7,l,5,2,
517,35,483.4102395,90,6,HS,1,oa,5,7,l,5,2,
518,35,714.1287629,90,3,HS,1,oa,3,5,l,5,2,
519,35,80,90,1,G,6,rw,,,w,,2,
520,35,387,90,3,HS,1,rw,3,4,w,5,2,
521,36,73.82106655,36,1,HS,1,sh,1,1,w,1,4,
522,36,153.8123489,54,2,DP,1,oa,2,2,w,2,1,
523,36,91.95402299,90,1,G,1,ne,,,w,,4,
524,37,142.8257526,1,2,HP,1,oa,2,3,w,1,2,
525,37,164.7989453,3,1,HP,1,oa,1,1,w,1,2,
526,37,19.77587343,23,1,HS,1,oa,1,1,w,4,2,
527,37,903.7275409,29,4,HP,1,hs,4,4,w,1,3,
528,38,418.6866461,4,3,DP,1,sh,2,3,w,2,2,
529,38,283.6490072,7,1,DP,1,rw,1,1,w,2,2,
530,38,176.2891141,21,2,HP,1,sh,1,2,w,2,4,
531,38,148.7439401,36,1,HS,1,sh,1,1,w,2,2,
532,39,172,36,1,HS,1,hs,1,1,l,5,2,
533,39,172,52,1,HS,1,hs,1,1,w,5,2,
534,39,164,74,15,HS,1,ne,14,15,l,5,2,
535,40,208,31,1,HS,1,ne,1,1,l,5,2,
536,40,219,54,1,HS,1,hs,1,1,l,5,2,
537,40,27.91461412,90,1,G,1,ne,,,w,,4,
538,41,328.407225,67,4,HS,1,NE,4,5,w,3,1,
539,41,275.4517409,84,1,HS,1,SH,1,1,w,3,1,
540,42,324,30,1,HS,1,OA,1,1,w,3,1,
571,52,241.7051198,48,1,G,6,OA,,,w,,1,
572,52,710,67,15,HS,1,HS,13,18,l,0,1,
573,53,398,9,1,HS,1,SH,1,1,w,3,2,
574,53,953,56,3,DP,1,OA,2,3,w,2,2,
575,54,589.9705015,22,1,HS,1,HS,1,1,w,2,1,
576,54,373.544276,35,1,HS,1,OA,1,1,w,1,1,
577,54,417.4906614,45,1,HS,1,OA,1,1,w,2,1,
578,54,734,72,3,HS,1,OA,3,5,w,3,1,
579,55,593.276203,22,1,H,3,OA,1,1,w,3,2,
580,55,1117,33,3,DP,1,SH,3,3,w,1,2,
581,55,2134.646962,83,1,DP,1,NE,1,1,w,2,2,
582,56,283.6490072,9,1,HS,2,rw,1,1,w,5,3,
583,56,197.7587343,34,1,HS,1,oa,1,1,w,1,2,
584,56,62.21978223,47,1,g,1,rw,,,w,,3,
585,57,26.81684098,6,1,G,1,hs,,,w,,4,
586,57,373.544276,54,1,G,1,oa,,,w,,4,
587,57,78.81773399,62,1,G,1,ne,,,w,,4,
588,58,252.6917161,0,1,HS,1,oa,1,1,w,1,4,
589,58,263.6783125,26,1,HS,1,oa,1,1,w,1,4,
590,58,80.45977011,36,1,HS,1,ne,1,1,w,3,4,
591,59,561,2,2,HS,1,rw,2,2,l,5,2,
592,59,460,48,1,HS,1,rw,1,1,w,1,1,
593,60,461,4,1,H,1,rw,1,1,w,2,3,
594,61,107.0546253,22,1,HS,1,rw,1,1,w,3,1,
595,62,1477.832512,90,2,H,3,NE,2,2,w,1,1,
596,63,8.814455707,0,1,G,6,SH,1,1,w,5,1,
597,63,51.78492728,48,1,SSL,1,SH,1,1,w,1,1,
598,64,345,59,1,HS,1,E,1,1,w,1,1,
599,65,636,18,2,HS,1,hs,2,2,w,3,1,
600,65,154.1968356,50,1,HS,1,hs,1,1,w,2,1,
631,72,779.9671593,90,1,HS,1,ne,1,1,w,3,1,
632,73,343.7637726,21,1,HS,1,sh,1,1,w,1,1,
633,73,474,37,1,HS,1,ne,1,1,w,2,1,
634,73,231.3794623,90,1,HS,1,sh,1,1,w,3,1,
635,73,147.7832512,90,1,HS,1,ne,1,1,w,2,1,
636,74,83.13220703,59,2,HP,1,hs,2,2,w,1,2,
637,74,958.7020649,78,2,HP,1,hs,2,2,w,1,2,
638,74,123.0498791,78,1,HS,1,oa,1,1,l,5,2,
639,75,328.407225,4,1,HS,1,NE,1,1,w,2,1,
640,75,821.7974072,7,1,HP,1,oa,1,1,w,1,2,
641,75,287.3563218,28,1,HS,1,NE,1,1,w,1,1,
642,75,234.6473585,62,1,HS,1,hs,1,1,w,3,2,
643,76,281.5768302,36,1,HS,1,HS,1,1,w,2,1,
644,77,257,27,1,HS,1,NE,1,1,w,1,2,
645,77,520,41,1,HS,1,NE,1,1,w,2,2,
646,77,163,90,1,HS,1,NE,1,1,w,2,2,
647,77,574.7126437,90,1,HS,1,NE,1,1,w,1,2,
648,78,348,59,1,hs,1,hs,1,1,w,3,1,
649,78,186,74,2,hs,1,hs,2,2,w,3,1,
650,78,195,90,1,hs,1,ne,1,1,w,3,1,
651,79,96.07466374,8,1,hs,1,rw,1,1,w,3,2,
652,79,531,90,3,hs,1,hs,2,3,l,5,2,
653,80,233.5830762,24,1,hs,1,sh,1,1,w,1,2,
654,80,901.0458568,37,1,hs,1,hs,1,1,l,5,2,
655,80,1067.323481,53,1,hs,1,ne,1,1,l,5,1,
656,80,248.055779,73,1,HS,1,HS,1,1,w,3,1,
657,80,536.3368195,90,2,HS,1,HS,2,2,l,5,1,
658,81,492.6108374,13,1,HS,1,NE,1,1,w,5,2,
659,81,283,29,1,hs,1,hs,1,1,l,5,1,
660,81,821.0180624,30,1,HS,1,NE,1,1,w,2,1,
691,91,1428.257526,86,30,pw,2,oa,30,40,w,5,2,
692,92,640.3940887,23,3,KW,1,NE,2,3,w,1,2,R
693,93,1576.35468,1,3,KW,3,NE,3,3,w,1,2,R
694,93,286.4698105,90,9,PW,2,SH,5,12,w,2,2,
695,94,725,79,3,KW,3,SH,3,3,w,3,2,R
696,95,159.7620097,54,1,hs,1,sh,1,1,w,3,2,
697,96,128.0995517,90,6,pw,1,rw,5,7,w,3,2,
698,97,933.86069,0,30,pw,1,oa,30,38,w,5,1,
699,97,823.9947264,0,25,pw,1,oa,25,30,w,5,1,
700,97,1208.525599,2,20,pw,1,oa,20,25,w,5,1,
701,97,2011.263073,3,3,pw,1,hs,3,5,w,5,1,
702,97,1208.525599,4,8,pw,1,oa,8,10,w,5,1,
703,97,1609.010459,9,9,pw,1,hs,9,10,w,5,1,
704,97,1474.926254,13,24,pw,1,hs,24,30,w,5,1,
705,97,1206.757844,19,23,pw,1,hs,23,27,w,5,1,
706,97,1139.715741,23,12,pw,1,hs,12,15,w,5,1,
707,97,171,23,2,hs,1,oa,2,2,w,3,1,
708,97,670.4210244,49,12,pw,1,hs,12,15,w,5,1,
709,97,770.9841781,57,5,pw,1,hs,5,5,w,5,1,
710,98,951.9978547,64,5,pw,1,hs,5,5,w,5,1,
711,98,1099.49048,70,15,pw,1,hs,15,20,w,5,1,
712,98,1340.842049,80,30,pw,1,hs,30,35,w,5,1,
713,98,530.6981426,90,7,pw,1,rw,5,10,w,5,1,
714,98,831.3220703,90,7,pw,1,hs,7,12,w,5,1,
715,98,1340.842049,90,10,pw,1,hs,10,15,w,5,1,
716,98,1340.842049,90,20,pw,1,hs,20,25,w,5,1,
717,99,310,34,1,HS,1,HS,1,1,w,4,3,
718,100,556.4494503,53,1,HS,1,HS,1,1,w,2,2,
719,101,556.4494503,53,1,HS,1,HS,1,1,w,2,2,
720,102,370,356,1,dp,1,mm,1,1,w,2,1,
721,102,510,0,1,dp,1,mm,1,1,w,2,1,
722,102,57.13030103,354,4,dp,2,oa,4,5,w,1,2,
723,102,4.664614236,0,1,g,,mm,1,1,w,,2,
724,103,280,49,2,dp,1,oa,1,2,w,3,2,
725,103,145,76,1,dp,1,rw,1,1,w,1,2,
726,103,340,4,2,dp,1,rw,2,2,w,2,2,
727,103,571.3030103,34,1,dp,1,oa,1,1,w,3,2,
728,103,400,0,2,dp,1,rw,2,2,w,1,2,
729,103,58.3501006,37,1,dp,2,mf,1,1,w,3,2,
730,103,256.5392354,334,2,dp,1,mf,2,2,w,4,2,
731,103,570,358,2,dp,1,mf,2,2,w,1,2,
732,103,684.4649528,112,1,dp,1,oa,1,1,w,2,2,
733,103,305,63,2,dp,1,rw,2,2,w,2,1,
734,103,850,4,2,dp,1,oa,2,2,w,2,2,
735,103,41.17485589,86,1,dp,1,rw,1,2,w,2,4,
736,103,130.7847082,325,1,g,,mf,1,1,w,,2,
737,103,200,286,1,g,,mf,1,1,w,,2,
738,103,215,353,1,m,1,rw,1,1,w,1,2,
739,104,140,10,2,dp,1,rw,2,2,w,1,1,
740,104,1650,16,3,dp,2,oa,3,3,w,1,1,
741,104,420,31,2,dp,1,mm,2,2,w,1,1,
742,104,178.4243755,287,2,dp,1,rw,2,2,w,1,2,
743,104,510,346,2,h,1,rw,2,2,w,1,1,
744,104,1400,11,1,h,1,rw,1,1,w,2,1,
745,104,2450,233,3,h,2,rw,3,4,w,5,1,
746,104,530,272,3,h,1,oa,3,4,w,5,1,
747,104,752.5818501,44,2,hp,1,oa,2,3,w,2,1,
748,104,538.3432213,1,2,hp,1,oa,2,2,w,2,1,
749,104,191.1468813,74,1,hs,1,mf,1,1,w,2,1,
750,104,2332.307118,12,1,u.lgwhale,3,mm,1,1,w,5,1,
781,107,128.0995517,322,2,dp,2,rw,2,2,w,1,2,
782,107,8.396305626,84,1,g,,mm,,,w,,1,
783,107,25.26917161,286,1,g,,oa,,,w,,1,
784,107,13.99384271,76,1,g,,mm,,,w,,3,
785,107,9.329228473,0,1,g,,mm,,,w,,3,
786,107,6.530459931,78,1,g,,mm,,,w,,1,
787,107,31.71937681,210,1,g,,mm,,,w,,1,
788,107,8.396305626,36,1,g,,mm,,,w,,1,
789,107,77.43259632,344,1,g,,mm,,,w,,1,
790,107,7.31997438,77,1,g,,rw,1,1,w,,2,
791,107,415,16,2,hp,1,mf,2,2,w,2,1,
792,107,1000,1,4,hp,1,oa,4,5,w,2,1,
793,107,301.8108652,280,2,hp,1,mf,2,2,w,2,1,
794,107,269.1716106,303,3,hp,1,oa,3,3,w,1,1,
795,107,593.276203,294,2,hp,1,oa,2,3,w,1,1,
796,107,580,87,1,hp,1,mf,1,1,w,1,1,
797,107,565,60,2,hp,1,oa,2,2,w,1,1,
798,107,285,6,2,hp,1,oa,2,2,w,2,1,
799,107,118,258,3,hp,1,oa,3,3,w,1,1,
800,107,410,29,1,hp,1,mf,1,1,w,2,1,
801,107,699.8461877,326,2,hp,1,oa,2,2,w,1,1,
802,107,510,356,3,hp,1,oa,3,3,w,1,1,
803,107,164.6994236,0,1,hs,1,rw,1,1,l,1,1,
804,107,181.0865191,0,3,hs,1,mf,3,3,w,3,1,
805,107,223.9014833,286,1,m,1,mm,1,1,w,4,1,
806,107,1000,16,1,m,1,oa,1,1,w,1,1,
807,107,5.493298176,2,1,s,1,oa,1,1,w,3,3,
808,107,18.29993595,199,2,ssl,2,rw,2,2,w,3,2,
809,108,2526.917161,331,1,f,3,oa,1,1,w,5,2,
810,108,1772.55341,22,1,f,3,mm,1,1,w,1,2,
841,110,1955,26,1,f,3,mf,1,1,w,1,2,
842,110,1955,26,1,f,3,sf,1,1,w,1,2,
843,110,2000,294,1,f,3,sf,1,1,w,5,2,
844,110,298.5353111,336,1,f,1,mm,1,1,w,1,2,
845,110,2100,19,1,f,3,rw,1,1,w,2,2,
846,110,160.1244396,313,2,f,1,rw,2,2,w,1,2,
847,110,681.1689739,238,1,f,3,oa,1,1,w,2,2,
848,110,720,11,1,f,1,sf,1,1,w,4,2,
849,110,700,33,1,f,3,sf,1,1,w,2,1,
850,110,255.1743692,341,1,g,,sf,1,1,w,,2,
851,110,20.12992955,16,1,g,,rw,1,1,w,,1,
852,110,16.46994236,17,1,g,,rw,1,1,w,,1,
853,110,10.06496477,328,1,g,,rw,1,1,w,,1,
854,110,16.79261125,313,1,g,,mm,1,1,w,,1,
855,110,2600,338,4,h,3,mm,3,5,w,1,2,
856,110,2600,338,4,h,3,mm,3,5,w,1,2,
857,110,2350,38,4,h,3,mf,4,6,w,1,2,
858,110,2350,38,4,h,3,mf,4,6,w,1,2,
859,110,681.1689739,12,2,h,3,oa,2,3,w,1,2,
860,110,1306.091986,276,2,h,3,mm,2,2,w,1,2,
861,110,1417.635384,299,1,h,,sf,1,1,w,3,2,
862,110,1275.871846,270,1,h,3,sf,1,1,w,3,2,
863,110,2835.270768,308,1,h,3,sf,1,1,w,5,2,
864,110,2425.599403,8,1,h,3,mm,1,1,w,5,2,
865,110,71,64,1,hs,1,rw,1,1,w,3,1,
866,110,480,27,2,hs,1,rw,2,2,l,1,1,
867,110,485,26,2,hs,1,rw,2,2,w,3,1,
868,110,9.329228473,0,1,mm,1,mm,1,1,w,5,1,
869,110,65.30459931,273,2,mm,1,mm,2,2,w,1,1,
870,110,17.7255341,9,1,mm,1,mm,1,1,w,3,1,
901,111,137.2495196,359,1,h,1,rw,1,1,w,1,2,
902,111,2000,310,2,h,3,gh,2,2,w,2,2,
903,111,540,49,1,h,3,rw,1,2,w,5,2,
904,111,800,44,6,h,3,team,6,12,w,2,2,
905,111,541,255,4,hs,1,rw,4,5,l,5,2,
906,111,18,90,1,mm,1,rw,1,1,w,5,4,
907,111,195.9137979,75,11,pw,1,mm,8,11,w,3,1,
908,111,1500,55,15,pw,2,gh,10,20,w,5,1,
909,111,362.5576796,89,6,pw,2,oa,4,10,w,2,1,
910,111,850,33,2,pw,1,oa,1,2,w,2,1,
911,111,1679.261125,339,2,pw,1,mm,2,6,w,5,2,
912,111,878.9277082,317,1,pw,1,oa,1,1,w,5,2,
913,111,129.641837,13,2,pw,1,oa,2,2,w,1,2,
914,111,746.3382778,358,3,pw,2,mm,3,3,w,1,2,
915,111,1050,18,1,pw,2,mf,1,1,w,5,2,
916,111,1492.676556,0,4,pw,2,mm,4,4,w,5,2,
917,111,274.4990393,1,1,pw,1,rw,1,1,w,1,2,
918,111,1600,345,5,pw,2,rw,5,10,w,1,2,
919,111,68.62475981,5,1,pw,1,rw,1,1,w,3,2,
920,111,425,96,2,pw,1,mf,2,3,w,2,2,
921,111,600,354,2,pw,1,mm,2,3,w,1,2,
922,111,148.3190508,28,2,pw,1,oa,1,1,w,1,2,
923,111,1200,354,1,pw,1,mm,1,1,w,1,2,
924,111,750,22,3,pw,2,oa,2,6,w,2,2,
925,111,700,330,12,pw,2,gh,12,15,w,5,2,
926,111,793.8758151,332,3,pw,2,gh,3,5,w,1,2,
927,111,219.5992314,39,4,pw,1,rw,4,4,w,2,2,
928,111,141.7635384,346,3,pw,2,gh,3,3,w,4,2,
929,111,283.6490072,47,3,pw,1,rw,2,4,w,5,2,
930,111,283.5270768,89,2,pw,1,sf,2,3,w,2,2,
961,113,141.7635384,324,3,dp,2,sf,3,3,w,3,1,
962,113,274.4990393,108,2,dp,1,rw,2,3,w,3,2,
963,113,410,33,1,dp,1,rw,1,1,w,4,2,
964,113,530,86,1,dp,1,rw,1,2,w,2,1,
965,113,82.34971178,301,1,es,1,rw,1,1,w,3,2,
966,113,74.63382778,60,1,g,,mm,,,w,,2,
967,113,131,270,1,hs,1,mf,1,1,l,5,3,
968,113,714.2857143,337,2,kw,3,mf,2,2,w,2,3,R
969,113,231.38833,359,1,kw,1,mf,1,1,w,1,3,R
970,113,427.5653924,35,10,kw,1,mf,9,11,w,2,3,R
971,113,503.0181087,180,1,m,1,mf,1,1,w,1,2,
972,113,878.9277082,331,1,m?,3,oa,1,1,w,1,2,
973,113,125,338,1,mm,1,rw,1,1,w,1,2,
974,113,2800,0,50,pw,2,mf,40,100,w,5,1,
975,113,710,17,200,pw,2,rw,100,300,w,5,1,
976,113,710,5,200,pw,2,rw,100,300,w,5,1,
977,113,710,355,200,pw,2,rw,100,300,w,5,1,
978,113,710,10,100,pw,2,rw,100,300,w,5,1,
979,113,2710,350,100,pw,2,rw,100,300,w,5,1,
980,113,2500,300,50,pw,2,rw,50,150,w,5,1,
981,113,2800,310,50,pw,2,rw,50,150,w,5,1,
982,113,11.89495837,22,1,s,1,rw,1,1,w,2,2,
983,113,25.61991033,228,1,s,1,rw,1,1,w,3,2,
984,113,73.1997438,7,1,s,0,rw,1,1,w,4,1,
985,113,41.17485589,342,1,s,1,rw,1,1,w,2,1,
986,113,24.14486922,12,1,s,1,mf,1,1,w,1,1,
987,113,18.65845695,343,1,s,1,mm,1,1,w,1,1,
988,113,2.835270768,359,1,s,1,sf,1,1,w,1,1,
989,113,42.52906153,255,1,s,1,sf,1,1,w,1,1,
990,113,20.12072435,46,1,s,1,mf,1,1,w,3,1,
1021,115,763,26,5,pw,2,oa,4,6,w,1,2,
1022,115,38.45308723,354,1,s,1,oa,1,1,w,3,4,
1023,115,68.11689739,6,1,s,1,oa,1,1,w,3,3,
1024,115,4.252906153,32,1,s,1,sf,1,1,w,3,1,
1025,115,16.46994236,346,1,s,1,rw,1,1,w,4,1,
1026,115,36.5998719,351,1,s,1,rw,1,1,w,1,1,
1027,115,59.47479184,1,1,s,1,rw,1,1,w,4,2,
1028,115,66.79476622,17,1,s,1,rw,1,1,w,4,2,
1029,115,38.27615537,305,1,s,1,sf,1,1,w,3,2,
1030,115,10.26215132,324,1,s,1,mm,1,1,w,1,2,
1031,115,8.396305626,24,1,s,1,mm,1,1,w,2,2,
1032,115,65.30459931,302,1,s,1,mm,1,1,w,1,2,
1033,115,35.4408846,314,1,s,1,sf,1,1,w,3,2,
1034,115,921,82,1,u.porp,1,oa,1,2,w,1,4,
1035,116,121.2799701,303,2,hp,1,mm,2,2,w,1,2,
1036,116,241,224,2,hs,1,mf,2,2,l,5,3,
1037,116,839.6305626,282,1,ssl,2,mm,1,1,w,1,3,
1038,117,76.90617447,319,2,hp,1,oa,2,2,w,1,2,
1039,117,118.9495837,347,2,ssl,1,rw,2,2,w,2,2,
1040,118,425.2906153,110,4,hs,1,sf,2,4,l,5,3,
1041,118,212.6453076,80,4,hs,1,sf,4,4,l,5,3,
1042,119,311.8797845,35,2,dp,1,gh,2,2,w,2,1,
1043,119,708.8176921,60,3,dp,1,gh,3,3,w,2,1,
1044,119,779.6994613,310,1,dp,1,gh,1,1,w,5,2,
1045,119,79,271,1,hs,1,gh,1,1,w,3,1,
1046,119,106.3226538,60,1,hs,1,sf,1,1,w,3,2,
1047,120,1417.635384,322,2,f,3,sf,2,2,w,4,2,
1048,120,1204.990077,343,3,f,3,sf,3,3,w,1,2,
1049,120,992.3447689,37,2,f,3,sf,2,2,w,4,2,
1050,120,46.64614236,51,1,g,,mm,,,w,,2,
751,105,461.4370468,310,1,es,1,oa,1,1,w,3,1,
752,105,15.55494556,270,1,g,,rw,1,1,w,,1,
753,105,212.279257,311,1,g,,rw,1,1,w,,1,
754,105,143.9244122,102,1,g,,oa,1,1,w,,1,
755,105,8.396305626,275,1,g,,mm,1,1,w,7,2,
756,105,578.4121653,336,1,g,,mm,1,1,w,9,1,
757,105,31.10989112,71,1,g,,rw,1,1,w,11,1,
758,105,38.4298655,297,1,g,,rw,1,1,w,,1,
759,105,2197.31927,356,2,h,3,oa,2,2,w,3,1,
760,105,310,1,2,hp,2,mm,2,2,w,1,1,
761,105,174,51,2,hp,3,oa,2,3,w,1,1,
762,105,620,308,8,hs,1,oa,6,10,l,5,2,
763,105,1812.788398,251,1,hs,1,oa,1,1,l,1,2,
764,105,669,304,2,hs,1,mm,2,2,l,5,2,
765,105,824.9496982,92,2,hs,1,mf,2,2,l,5,1,
766,105,283.6490072,358,1,hs,1,rw,1,1,w,3,1,
767,105,816.304109,332,2,hs,1,oa,2,2,l,5,2,
768,105,154,336,1,hs,1,rw,1,1,w,1,1,
769,105,181,74,1,hs,1,rw,1,1,w,1,1,
770,105,487,270,3,ssl,1,rw,3,4,l,5,2,
771,106,385,359,1,dp,2,rw,1,2,w,1,2,
772,106,11.89495837,28,1,g,,rw,1,1,w,,2,
773,106,48.49483027,9,1,g,,rw,1,1,w,,2,
774,106,28.16901408,72,1,g,,mf,1,1,w,,2,
775,106,75.0297374,4,1,g,,rw,1,1,w,,2,
776,106,38.4298655,18,1,g,1,rw,1,1,w,2,2,
777,106,125.3545613,48,1,hp,1,rw,1,1,w,2,2,
778,106,251.6241193,313,1,hs,1,rw,1,1,w,3,2,
779,107,710,58,1,dp,1,mm,1,2,w,2,1,
780,107,320,34,2,dp,1,mm,2,3,w,5,1,
811,108,79.10349374,345,1,g,,oa,,,w,,2,
812,108,55.33199195,325,1,g,,mf,,,w,,2,
813,108,109.8659635,5,1,hp,1,oa,1,1,w,1,2,
814,108,73.44064386,334,1,hs,1,mf,1,1,w,1,2,
815,108,746.3382778,330,1,m,3,mm,1,1,w,1,2,
816,108,57.13030103,319,1,s,1,oa,1,1,w,1,2,
817,108,754.527163,22,1,ssl,1,mf,1,1,l,3,2,
818,108,692.1555702,10,16,ssl,1,oa,16,16,l,5,2,
819,109,878.9277082,334,1,f,1,oa,1,1,w,1,1,
820,109,1757.855416,332,2,f,3,oa,2,2,w,1,1,
821,109,25.26917161,180,1,g,,oa,,,w,,2,
